clientbankpartner_pin,partnerrolestart_date,day_0,day_1,day_2,day_3,day_4,day_5,day_6,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,partnerrolestart_date_year,partnerrolestart_date_month,partnerrolestart_date_day,partnerrolestart_date_dayofweek,clients_count,days_after_partnership,active_months,last_active_month_ago,avg_clients_monthly,median_clients_monthly,std_clients_monthly,var_clients_monthly,max_clients_monthly,max_zero_month,is_any_1_month,is_any_2_month,is_any_3_month,last_month_to_avg,last_month_to_all,avg_clients_count_per_ccode,0_oh,1_oh,2_oh,3_oh,4_oh,5_oh,2-1,3-2,4-3,5-4,6-5,7-6,8-7,9-8,10-9,11-10,12-11,13-12,14-13,15-14,16-15,17-16,18-17,max_diff,min_diff,avg_weekdays,median_weekdays,std_weekdays,var_weekdays,weekday2weekends,weekday2all,weekends2all,active_in_weekends,target
2221,2019-04-01,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2019,4,1,0,1,488,1,8,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,9.216780238500851,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,1,-1,0.14285714285714285,0.0,0.34992710611188266,0.12244897959183677,0.0,1.0,0.0,0,1
204013,2020-01-01,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2020,1,1,2,2,213,2,7,1.0,1.0,0.0,0.0,1,0,0,0,0,0.0,0.0,13.197445334487984,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,1,-1,0.2857142857142857,0.0,0.45175395145262565,0.20408163265306123,1.0,0.5,0.5,1,1
202912,2019-11-01,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,2019,11,1,4,3,274,2,7,1.0,1.0,0.0,0.0,1,0,0,0,0,0.0,0.0,13.197445334487984,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,-2,0,0,0,0,0,1,-2,0.42857142857142855,0.0,0.7284313590846835,0.5306122448979591,2.0,0.6666666666666666,0.3333333333333333,1,1
2585,2020-01-01,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2020,1,1,2,1,213,1,8,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,9.216780238500851,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,1,-1,0.14285714285714285,0.0,0.3499271061118826,0.12244897959183676,0.0,0.0,1.0,1,1
4114,2020-01-01,3.0,6.0,0.0,1.0,3.0,5.0,2.0,0,0,0,0,0,0,0,0,0,0,2,10,8,0,0,0,0,0,2020,1,1,2,20,213,3,6,6.0,6.0,4.0,16.0,10,0,0,0,0,0.0,0.0,9.216780238500851,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,8,-2,-8,0,0,0,0,8,-8,2.857142857142857,3.0,1.9587584572574412,3.8367346938775513,1.8571428571428572,0.65,0.35,1,1
1248,2020-01-01,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2020,1,1,2,2,213,2,6,0.5,0.5,0.5,0.25,1,1,0,0,0,0.0,0.0,9.216780238500851,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,-1,1,-1,0,0,0,0,1,-1,0.2857142857142857,0.0,0.45175395145262565,0.20408163265306123,1.0,0.5,0.5,1,1
400,2020-01-01,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2020,1,1,2,1,213,1,8,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,9.216780238500851,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,1,-1,0.14285714285714285,0.0,0.3499271061118826,0.12244897959183676,0.0,0.0,1.0,1,1
119921,2019-12-01,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2019,12,1,6,2,244,2,5,0.3333333333333333,0.0,0.4714045207910317,0.22222222222222224,1,2,0,0,0,0.0,0.0,13.197445334487984,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-1,0,1,-1,0,0,0,1,-1,0.2857142857142857,0.0,0.45175395145262565,0.20408163265306123,1.0,0.5,0.5,1,1
233398,2020-01-01,0.0,2.0,0.0,1.0,2.0,2.0,0.0,0,0,0,0,0,0,0,0,0,0,1,4,2,0,0,0,0,0,2020,1,1,2,7,213,3,6,2.5,2.5,1.5,2.25,4,0,0,0,0,0.0,0.0,13.197445334487984,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,-2,-2,0,0,0,0,3,-2,1.0,1.0,0.9258200997725514,0.8571428571428571,2.5,0.7142857142857143,0.2857142857142857,1,1
4779,2020-01-01,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2020,1,1,2,1,213,1,8,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,9.216780238500851,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,1,-1,0.14285714285714285,0.0,0.3499271061118826,0.12244897959183676,0.0,0.0,1.0,1,1
243525,2020-02-01,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2020,2,1,5,2,182,1,7,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,13.197445334487984,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,-2,0,0,0,0,0,2,-2,0.2857142857142857,0.0,0.45175395145262565,0.20408163265306126,0.0,1.0,0.0,0,1
197735,2019-10-01,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2019,10,1,1,2,305,2,4,0.3333333333333333,0.0,0.4714045207910317,0.22222222222222224,1,2,0,0,0,0.0,0.0,13.197445334487984,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,1,-1,0,0,1,-1,0.2857142857142857,0.0,0.45175395145262565,0.20408163265306126,0.0,1.0,0.0,0,1
223511,2019-12-01,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,2019,12,1,6,3,244,2,6,2.0,2.0,0.0,0.0,2,0,0,0,0,0.0,0.0,13.197445334487984,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,-1,-1,0,0,0,0,2,-1,0.42857142857142855,0.0,0.7284313590846835,0.5306122448979591,0.0,0.0,1.0,1,1
4642,2019-10-01,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2019,10,1,1,1,305,1,8,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,9.216780238500851,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,1,-1,0.14285714285714285,0.0,0.3499271061118826,0.12244897959183676,0.0,0.0,1.0,1,1
210585,2020-01-01,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2020,1,1,2,3,213,2,7,2.0,2.0,0.0,0.0,2,0,0,0,0,0.0,0.0,13.197445334487984,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,-1,-1,0,0,0,0,0,2,-1,0.42857142857142855,0.0,0.7284313590846835,0.5306122448979591,0.0,0.0,1.0,1,1
4714,2019-12-01,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2019,12,1,6,2,244,2,7,1.0,1.0,0.0,0.0,1,0,0,0,0,0.0,0.0,9.216780238500851,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,1,-1,0.2857142857142857,0.0,0.4517539514526256,0.2040816326530612,1.0,0.5,0.5,1,1
166671,2019-07-01,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2019,7,1,0,2,397,2,7,1.0,1.0,0.0,0.0,1,0,0,0,0,0.0,0.0,13.197445334487984,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,1,-1,0.2857142857142857,0.0,0.4517539514526256,0.2040816326530612,1.0,0.5,0.5,1,1
171537,2019-08-01,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2019,8,1,3,2,366,2,5,0.3333333333333333,0.0,0.4714045207910317,0.22222222222222224,1,2,0,0,0,0.0,0.0,13.197445334487984,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-1,0,1,-1,0,0,0,1,-1,0.2857142857142857,0.0,0.45175395145262565,0.20408163265306126,0.0,1.0,0.0,0,1
4786,2020-01-01,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,2020,1,1,2,3,213,3,6,1.0,1.0,0.0,0.0,1,0,0,0,0,0.0,0.0,9.216780238500851,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,0,0,0,1,-1,0.42857142857142855,0.0,0.49487165930539345,0.24489795918367344,2.0,0.6666666666666666,0.3333333333333333,1,1
223381,2019-12-01,8.0,11.0,2.0,12.0,0.0,6.0,5.0,0,0,0,0,0,0,0,0,0,0,4,2,3,6,14,12,2,1,2019,12,1,6,44,244,8,1,6.142857142857143,4.0,4.549052379454473,20.693877551020403,14,0,1,1,1,0.1627906976744186,0.022727272727272728,13.197445334487984,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,-2,1,3,8,-2,-10,-1,8,-10,6.285714285714286,6.0,4.095791767666128,16.77551020408163,3.0,0.75,0.25,1,1
234810,2020-01-01,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,2020,1,1,2,4,213,4,2,0.5,0.5,0.5,0.25,1,3,0,1,1,0.0,0.0,13.197445334487984,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,1,0,-1,1,-1,0.5714285714285714,1.0,0.4948716593053935,0.24489795918367346,3.0,0.75,0.25,1,0
214454,2019-12-01,0.0,1.0,0.0,1.0,1.0,2.0,0.0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,1,0,2019,12,1,6,5,244,3,2,0.6666666666666666,0.0,0.9428090415820634,0.888888888888889,2,3,0,1,0,0.0,0.0,13.197445334487984,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,-2,2,-2,0,0,1,-1,2,-2,0.7142857142857143,1.0,0.6998542122237652,0.4897959183673469,1.5,0.6,0.4,1,1
298561,2020-05-01,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2020,5,1,4,1,92,1,3,0.0,0.0,0.0,0.0,0,0,0,0,1,0.0,0.0,13.197445334487984,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,1,-1,0.14285714285714285,0.0,0.3499271061118826,0.12244897959183676,0.0,1.0,0.0,0,0
121276,2020-01-01,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2020,1,1,2,1,213,1,8,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,13.197445334487984,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,1,-1,0.14285714285714285,0.0,0.3499271061118826,0.12244897959183676,0.0,1.0,0.0,0,1
3250,2020-01-01,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2020,1,1,2,2,213,1,8,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,9.216780238500851,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,-2,0,0,0,0,0,0,2,-2,0.2857142857142857,0.0,0.45175395145262565,0.20408163265306126,0.0,1.0,0.0,0,1
4142,2020-01-01,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2020,1,1,2,1,213,1,8,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,9.216780238500851,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,1,-1,0.14285714285714285,0.0,0.3499271061118826,0.12244897959183676,0.0,1.0,0.0,0,1
137665,2019-04-01,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2019,4,1,0,1,488,1,8,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,13.197445334487984,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,1,-1,0.14285714285714285,0.0,0.3499271061118826,0.12244897959183676,0.0,1.0,0.0,0,1
4755,2020-01-01,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2020,1,1,2,1,213,1,8,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,9.216780238500851,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,1,-1,0.14285714285714285,0.0,0.3499271061118826,0.12244897959183676,0.0,1.0,0.0,0,1
4781,2020-01-01,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2020,1,1,2,1,213,1,8,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,9.216780238500851,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,1,-1,0.14285714285714285,0.0,0.3499271061118826,0.12244897959183676,0.0,1.0,0.0,0,1
1074,2020-01-01,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2020,1,1,2,1,213,1,8,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,9.216780238500851,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,1,-1,0.14285714285714285,0.0,0.34992710611188266,0.12244897959183677,0.0,1.0,0.0,0,1
221154,2019-12-01,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2019,12,1,6,1,244,1,8,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,13.197445334487984,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,1,-1,0.14285714285714285,0.0,0.3499271061118826,0.12244897959183676,0.0,1.0,0.0,0,1
118741,2020-03-01,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2020,3,1,6,2,153,2,2,0.5,0.5,0.5,0.25,1,1,0,1,0,0.0,0.0,13.197445334487984,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-1,1,-1,0.2857142857142857,0.0,0.45175395145262565,0.20408163265306123,1.0,0.5,0.5,1,1
127995,2020-01-01,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2020,1,1,2,1,213,1,8,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,22.39424141749723,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,1,-1,0.14285714285714285,0.0,0.3499271061118826,0.12244897959183676,0.0,1.0,0.0,0,1
166924,2020-01-01,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2020,1,1,2,1,213,1,7,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,13.197445334487984,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,1,-1,0.14285714285714285,0.0,0.3499271061118826,0.12244897959183676,0.0,1.0,0.0,0,1
4789,2020-01-01,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2020,1,1,2,1,213,1,8,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,9.216780238500851,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,1,-1,0.14285714285714285,0.0,0.3499271061118826,0.12244897959183676,0.0,1.0,0.0,0,1
121302,2019-01-01,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2019,1,1,1,1,578,1,8,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,13.197445334487984,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,1,-1,0.14285714285714285,0.0,0.3499271061118826,0.12244897959183676,0.0,1.0,0.0,0,1
221990,2020-01-01,5.0,2.0,0.0,1.0,2.0,0.0,2.0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,5,0,0,2020,1,1,2,12,213,6,3,1.4,1.0,0.8,0.64,3,0,0,0,1,0.0,0.0,13.197445334487984,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,-5,0,2,-5,1.7142857142857142,2.0,1.577908716741037,2.489795918367346,5.0,0.8333333333333334,0.16666666666666666,1,1
4369,2020-01-01,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2020,1,1,2,1,213,1,8,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,9.216780238500851,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,1,-1,0.14285714285714285,0.0,0.34992710611188266,0.12244897959183677,0.0,1.0,0.0,0,1
1504,2020-01-01,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,1,0,0,2020,1,1,2,5,213,4,3,0.8,1.0,0.7483314773547883,0.56,2,1,0,0,1,0.0,0.0,9.216780238500851,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,-2,1,-1,1,0,-1,0,2,-2,0.7142857142857143,0.0,0.880630571852711,0.7755102040816327,4.0,0.8,0.2,1,1
11625,2020-01-01,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2020,1,1,2,1,213,1,8,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,13.197445334487984,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,1,-1,0.14285714285714285,0.0,0.34992710611188266,0.12244897959183677,0.0,1.0,0.0,0,1
4206,2019-10-01,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2019,10,1,1,1,305,1,8,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,9.216780238500851,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,1,-1,0.14285714285714285,0.0,0.34992710611188266,0.12244897959183677,0.0,1.0,0.0,0,1
223282,2019-12-01,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2019,12,1,6,2,244,2,2,0.16666666666666666,0.0,0.372677996249965,0.13888888888888892,1,5,0,1,0,0.0,0.0,13.197445334487984,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,1,-1,1,-1,0.2857142857142857,0.0,0.45175395145262565,0.20408163265306123,1.0,0.5,0.5,1,1
160087,2019-12-01,0.0,2.0,1.0,2.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,2,0,0,0,2019,12,1,6,8,244,3,4,2.0,2.0,1.632993161855452,2.6666666666666665,4,1,0,0,0,0.0,0.0,13.197445334487984,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,-4,2,-2,0,0,2,-4,1.1428571428571428,1.0,0.6388765649999398,0.4081632653061224,3.0,0.75,0.25,1,1
215368,2020-02-01,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2020,2,1,5,2,182,2,6,1.0,1.0,0.0,0.0,1,0,0,0,0,0.0,0.0,13.197445334487984,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,1,-1,0.2857142857142857,0.0,0.45175395145262565,0.20408163265306126,0.0,1.0,0.0,0,1
11905,2020-01-01,0.0,0.0,0.0,1.0,0.0,3.0,1.0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,2020,1,1,2,5,213,3,5,2.0,2.0,0.0,0.0,2,0,0,0,0,0.0,0.0,13.197445334487984,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,-1,0,0,0,2,-1,0.7142857142857143,0.0,1.0301575072754254,1.0612244897959182,0.25,0.2,0.8,1,1
213462,2020-01-01,1.0,0.0,0.0,33.0,0.0,3.0,2.0,0,0,0,0,0,0,0,0,0,0,0,35,4,0,0,0,0,0,2020,1,1,2,39,213,2,6,35.0,35.0,0.0,0.0,35,0,0,0,0,0.0,0.0,13.197445334487984,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,35,-31,-4,0,0,0,0,35,-31,5.571428571428571,1.0,11.24858267715973,126.53061224489797,6.8,0.8717948717948718,0.1282051282051282,1,1
118693,2020-02-01,7.0,6.0,11.0,15.0,0.0,15.0,7.0,0,0,0,0,0,0,0,0,0,0,0,6,19,13,12,7,4,0,2020,2,1,5,61,182,6,2,11.4,12.0,4.673328578219169,21.84,19,0,0,1,1,0.0,0.0,13.197445334487984,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,13,-6,-1,-5,-3,-4,13,-6,8.714285714285714,7.0,4.977500397195527,24.77551020408163,1.7727272727272727,0.639344262295082,0.36065573770491804,1,1
123688,2019-03-01,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2019,3,1,4,1,519,1,7,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,13.197445334487984,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,1,-1,0.14285714285714285,0.0,0.3499271061118826,0.12244897959183676,0.0,1.0,0.0,0,1
12342,2020-02-01,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,2020,2,1,5,4,182,4,3,0.75,1.0,0.4330127018922193,0.1875,1,1,0,0,1,0.0,0.0,13.197445334487984,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,1,-1,0,1,-1,0.5714285714285714,0.0,0.7284313590846835,0.5306122448979591,1.0,0.5,0.5,1,1
4303,2020-02-01,1.0,4.0,1.0,2.0,0.0,2.0,5.0,0,0,0,0,0,0,0,0,0,0,0,7,3,5,0,0,0,0,2020,2,1,5,15,182,3,5,5.0,5.0,2.0,4.0,7,0,0,0,0,0.0,0.0,9.216780238500851,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,-4,2,-5,0,0,0,7,-5,2.142857142857143,2.0,1.6413036132965795,2.693877551020408,1.1428571428571428,0.5333333333333333,0.4666666666666667,1,1
120120,2019-02-01,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2019,2,1,4,1,547,1,4,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,22.39424141749723,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,1,-1,0.14285714285714285,0.0,0.34992710611188266,0.12244897959183677,0.0,1.0,0.0,0,1
4291,2020-02-01,1.0,1.0,1.0,2.0,0.0,2.0,0.0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,1,0,0,0,2020,2,1,5,7,182,4,4,2.0,2.0,0.816496580927726,0.6666666666666666,3,0,0,0,0,0.0,0.0,9.216780238500851,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,-1,-1,0,-1,0,0,3,-1,1.0,1.0,0.7559289460184544,0.5714285714285714,2.5,0.7142857142857143,0.2857142857142857,1,1
171993,2020-02-01,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2020,2,1,5,2,182,2,6,1.0,1.0,0.0,0.0,1,0,0,0,0,0.0,0.0,22.39424141749723,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,1,-1,0.2857142857142857,0.0,0.6998542122237653,0.4897959183673471,0.0,1.0,0.0,0,1
8116,2020-01-01,10.0,5.0,12.0,29.0,13.0,8.0,14.0,0,0,0,0,0,0,0,0,0,0,8,39,11,6,24,3,0,0,2020,1,1,2,91,213,6,3,17.6,11.0,12.403225386970924,153.84,39,0,0,0,1,0.0,0.0,15.304347826086957,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,31,-28,-5,18,-21,-3,0,31,-28,13.0,12.0,7.131419413913534,50.857142857142854,3.1363636363636362,0.7582417582417582,0.24175824175824176,1,1
763,2020-02-01,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2020,2,1,5,2,182,2,6,1.0,1.0,0.0,0.0,1,0,0,0,0,0.0,0.0,9.216780238500851,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,1,-1,0.2857142857142857,0.0,0.45175395145262565,0.20408163265306126,0.0,1.0,0.0,0,1
3886,2020-02-01,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2020,2,1,5,1,182,1,7,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,9.216780238500851,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,1,-1,0.14285714285714285,0.0,0.3499271061118826,0.12244897959183676,0.0,0.0,1.0,1,1
1108,2020-02-01,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2020,2,1,5,2,182,2,6,1.0,1.0,0.0,0.0,1,0,0,0,0,0.0,0.0,9.216780238500851,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,1,-1,0.2857142857142857,0.0,0.4517539514526256,0.2040816326530612,0.0,0.0,1.0,1,1
